Review_ID,Customer_Name,Product_Name,Review_Text,Date
428,Customer_428,Backpack,Performance is very slow and laggy.,2025-10-03
429,Customer_429,Microwave,Product exceeded expectations.,2025-08-01
430,Customer_430,TV,Worth every penny! Excellent quality.,2025-07-02
431,Customer_431,Microwave,Average experience overall.,2025-06-16
432,Customer_432,Microwave,Good value for money.,2025-10-04
433,Customer_433,Smartphone,The packaging and build quality are perfect.,2025-10-08
434,Customer_434,TV,Performance is very slow and laggy.,2025-08-09
435,Customer_435,Laptop,Received a damaged item.,2025-08-11
436,Customer_436,Refrigerator,Very comfortable and stylish product.,2025-09-05
437,Customer_437,Backpack,Amazing quality and fast delivery!,2025-07-29
438,Customer_438,Headphones,Product stopped working after a week.,2025-06-07
439,Customer_439,TV,Amazing quality and fast delivery!,2025-07-14
440,Customer_440,TV,Average experience overall.,2025-07-23
441,Customer_441,Smartwatch,Completely different from what was shown.,2025-08-01
442,Customer_442,Microwave,"Superb experience, will buy again.",2025-08-05
443,Customer_443,Camera,Design is simple and functional.,2025-07-15
444,Customer_444,Microwave,Very comfortable and stylish product.,2025-09-18
445,Customer_445,Headphones,The product quality is below average.,2025-09-11
446,Customer_446,Smartphone,Very comfortable and stylish product.,2025-06-06
447,Customer_447,Shoes,"Neither good nor bad, just average.",2025-10-27
448,Customer_448,Backpack,"Terrible experience, not worth the price.",2025-07-11
449,Customer_449,Smartwatch,Poor customer service and delay in delivery.,2025-07-17
450,Customer_450,Smartphone,Very comfortable and stylish product.,2025-06-23
451,Customer_451,Smartphone,"Superb experience, will buy again.",2025-05-16
452,Customer_452,Backpack,Performance is very slow and laggy.,2025-10-15
453,Customer_453,Microwave,"Product is okay, nothing special.",2025-07-12
454,Customer_454,Backpack,Worth every penny! Excellent quality.,2025-09-26
455,Customer_455,Smartwatch,Completely different from what was shown.,2025-08-27
456,Customer_456,Refrigerator,Poor customer service and delay in delivery.,2025-10-19
457,Customer_457,TV,Good value for money.,2025-06-01
458,Customer_458,Microwave,Completely different from what was shown.,2025-07-16
459,Customer_459,Smartphone,Highly recommended! Great service.,2025-07-05
460,Customer_460,Smartwatch,Amazing quality and fast delivery!,2025-06-23
461,Customer_461,Headphones,"Neutral experience, no major complaints.",2025-05-23
462,Customer_462,Headphones,Product stopped working after a week.,2025-08-22
463,Customer_463,TV,Poor customer service and delay in delivery.,2025-07-30
464,Customer_464,Camera,The product quality is below average.,2025-06-05
465,Customer_465,Microwave,"Performance is fine, not too impressive.",2025-10-13
466,Customer_466,Refrigerator,Worth every penny! Excellent quality.,2025-07-11
467,Customer_467,TV,The packaging and build quality are perfect.,2025-08-21
468,Customer_468,Refrigerator,Design is simple and functional.,2025-06-18
469,Customer_469,Camera,"Battery drains too fast, disappointed.",2025-05-07
470,Customer_470,Smartwatch,It’s okay for the price.,2025-05-31
471,Customer_471,Smartphone,"Product is okay, nothing special.",2025-09-09
472,Customer_472,Headphones,Amazing quality and fast delivery!,2025-09-09
473,Customer_473,TV,The packaging and build quality are perfect.,2025-05-02
474,Customer_474,Camera,Highly recommended! Great service.,2025-05-24
475,Customer_475,Backpack,Amazing quality and fast delivery!,2025-10-16
476,Customer_476,Camera,Works fine but could be better.,2025-05-28
477,Customer_477,Backpack,Very satisfied with the product performance.,2025-05-09
478,Customer_478,TV,Very satisfied with the product performance.,2025-06-16
479,Customer_479,Headphones,Really happy with my purchase!,2025-08-14
480,Customer_480,Refrigerator,"Performance is fine, not too impressive.",2025-06-18
481,Customer_481,TV,The product quality is below average.,2025-09-11
482,Customer_482,TV,Amazing quality and fast delivery!,2025-09-24
483,Customer_483,Microwave,The size does not match the description.,2025-08-23
484,Customer_484,TV,"Battery drains too fast, disappointed.",2025-10-09
485,Customer_485,Headphones,Good value for money.,2025-06-15
486,Customer_486,TV,Amazing quality and fast delivery!,2025-09-29
487,Customer_487,Headphones,Amazing quality and fast delivery!,2025-06-29
488,Customer_488,Shoes,Very comfortable and stylish product.,2025-07-15
489,Customer_489,Headphones,The packaging and build quality are perfect.,2025-05-24
490,Customer_490,TV,"Terrible experience, not worth the price.",2025-09-18
491,Customer_491,Smartphone,Poor customer service and delay in delivery.,2025-06-24
492,Customer_492,Smartphone,Performance is very slow and laggy.,2025-07-11
493,Customer_493,Backpack,Worth every penny! Excellent quality.,2025-05-13
494,Customer_494,Shoes,Poor customer service and delay in delivery.,2025-06-02
495,Customer_495,Laptop,Really happy with my purchase!,2025-10-07
496,Customer_496,Microwave,"Superb experience, will buy again.",2025-05-11
497,Customer_497,Backpack,Very comfortable and stylish product.,2025-10-19
498,Customer_498,Smartphone,Highly recommended! Great service.,2025-10-15
499,Customer_499,Smartphone,Really happy with my purchase!,2025-05-09
500,Customer_500,TV,"Performance is fine, not too impressive.",2025-10-21
